1,87,1,1,2.0
1,93,1,1,1.8860566476931633
1,97,1,1,1.5114492834995557
1,99,1,1,1.6382721639824072
1,145,1,2,2.9577238325919275
1,147,1,1,2.0969100130080562
1,152,1,1,1.282329496997738
1,186,1,1,1.9208187539523751
1,195,1,1,1.3187587626244128
1,210,1,5,11.883753548010498
1,244,1,2,5.045757490560675
1,288,1,1,2.0757207139381184
1,307,1,1,1.9281179926938745
1,344,1,2,5.045757490560675
1,346,1,1,1.790484985457369
1,378,1,1,2.207608310501746
1,405,1,1,1.8068754016455384
1,465,1,6,16.193820026016112
1,485,1,2,3.2690240302182008
1,490,1,1,1.2773660774661877
1,555,1,1,1.7594507517174003
1,565,1,1,1.393618634889395
1,596,1,1,2.6989700043360187
1,607,1,1,2.337242168318426
1,611,1,1,2.337242168318426
1,613,1,2,3.0342528327824922
1,614,1,1,1.1598939055432422
1,648,1,3,3.6397457335633163
1,670,1,1,1.8927900303521317
1,693,1,1,2.4436974992327127
1,711,1,5,12.10108201691595
1,749,1,14,5.421026005923703
1,761,1,2,4.473144012874125
1,775,1,1,2.4436974992327127
1,781,1,1,2.468521082957745
1,792,1,1,1.393618634889395
1,793,1,1,1.1739251972991736
1,833,1,3,6.0263217729225165
1,863,1,2,4.84043280676638
1,898,1,1,0.8820661649603585
1,907,1,2,2.2615365605380475
1,936,1,2,3.5493814365482743
1,945,1,3,3.100167039954197
1,966,1,1,0.6757175447023074
1,976,1,1,2.1426675035687315
1,996,1,1,2.7958800173440754
1,1093,1,1,1.2676062401770316
1,1133,1,1,1.6989700043360187
1,1144,1,5,8.72363747448347
1,1230,1,1,1.6161846340195687
1,1236,1,1,0.8728952016351924
1,1327,1,1,1.0861861476162833
1,1350,1,2,3.4333975425929006
1,1365,1,2,4.713094647027625
1,1389,1,1,1.9586073148417749
1,1390,1,1,1.2612194415156308
10,25,1,1,2.036212172654445
10,33,1,3,2.6885888371321296
10,97,1,2,3.0228985669991113
10,345,1,1,1.2062096153091812
10,403,1,1,1.5497508916806388
10,414,1,1,1.3010299956639813
10,493,1,3,6.323716191928559
10,499,1,4,2.1066361432562584
10,506,1,1,1.2660007134616131
10,512,1,6,8.952864769825016
10,521,1,1,1.473660722610156
10,555,1,1,1.7594507517174003
10,561,1,1,1.4341521813264824
10,579,1,1,0.7670038896078462
10,614,1,1,1.1598939055432422
10,671,1,1,2.0861861476162833
10,749,1,4,1.548864573121058
10,844,1,1,2.552841968657781
10,852,1,1,2.0861861476162833
10,882,1,1,2.5228787452803374
10,888,1,1,2.1307682802690238
10,892,1,2,4.93704216591549
10,978,1,1,1.0268721464003012
10,1010,1,1,1.5171264163912461
10,1061,1,1,1.3062730510763532
10,1071,1,1,1.0936649581949094
10,1159,1,1,1.6575773191777938
10,1175,1,1,0.9288547095489171
10,1191,1,1,2.3979400086720375
10,1220,1,1,1.4921441283041692
10,1230,1,1,1.6161846340195687
10,1232,1,2,1.2410263725654525
10,1236,1,1,0.8728952016351924
10,1299,1,1,0.9706162223147904
10,1376,1,1,2.6989700043360187
100,33,1,1,0.8961962790440432
100,37,1,1,2.494850021680094
100,63,1,1,1.453457336521869
100,224,1,2,1.66418437999704
100,271,1,3,2.480441194763178
100,500,1,3,3.35071992427293
100,648,1,3,3.6397457335633163
100,683,1,3,4.816644957521351
100,749,1,1,0.3872161432802645
100,1114,1,1,1.899629454882437
100,1327,1,3,3.25855844284885
1000,96,1,1,1.42712839779952
1000,112,1,1,1.744727494896694
1000,116,1,3,8.096910013008056
1000,281,1,1,1.1112590393171073
1000,383,1,1,1.2596373105057561
1000,490,1,2,2.5547321549323754
1000,499,1,1,0.5266590358140646
1000,749,1,2,0.774432286560529
1000,885,1,1,0.8658228924232336
1000,1029,1,1,2.7958800173440754
1000,1175,1,4,3.7154188381956685
1000,1232,1,4,2.482052745130905
1000,1236,1,1,0.8728952016351924
1000,1287,1,1,0.978810700930062
1000,1391,1,1,1.4609239012072233
1001,63,1,1,1.453457336521869
1001,91,1,1,1.595166283380062
1001,499,1,2,1.0533180716281292
1001,695,1,1,1.4685210829577449
1001,845,1,1,1.5985994592184558
1001,972,1,1,1.2034256667895704
1001,973,1,1,0.9500071430798573
1001,1005,1,1,1.1511952989481962
1001,1010,1,1,1.5171264163912461
1001,1085,1,1,1.438898616350944
1001,1282,1,1,1.5917600346881504
1001,1295,1,1,1.149966742310231
1001,1339,1,3,4.594958008763529
1002,160,1,1,1.0969100130080565
1002,166,1,1,1.2034256667895704
1002,224,1,1,0.83209218999852
1002,340,1,1,1.8068754016455384
1002,414,1,2,2.6020599913279625
1002,555,1,1,1.7594507517174003
1002,583,1,1,1.0777937225609837
1002,613,1,1,1.5171264163912461
1002,753,1,4,5.565895865691224
1002,784,1,1,0.9965394678904935
1002,885,1,3,2.597468677269701
1002,907,1,1,1.1307682802690238
1002,931,1,1,1.2612194415156308
1002,945,1,1,1.0333890133180657
1002,946,1,3,3.6270345747335524
1002,966,1,1,0.6757175447023074
1002,980,1,1,1.6777807052660807
1002,1095,1,2,3.3892972611067527
1002,1096,1,1,2.036212172654445
1002,1130,1,2,3.6478174818886377
1002,1175,1,2,1.8577094190978343
1002,1179,1,1,2.1191864077192086
1002,1372,1,1,2.1307682802690238
1002,1373,1,1,2.1426675035687315
1003,18,1,1,1.1870866433571445
1003,186,1,1,1.9208187539523751
1003,499,1,1,0.5266590358140646
1003,976,1,1,2.1426675035687315
1003,1011,1,1,2.853871964321762
1003,1264,1,1,1.3767507096020994
1004,167,1,1,2.3979400086720375
1004,575,1,2,3.3072940510987228
1004,632,1,1,2.7958800173440754
1004,1086,1,1,1.6861327796308467
1005,33,1,2,1.7923925580880864
1005,153,1,1,1.9136401693252518
1005,166,1,1,1.2034256667895704
1005,195,1,1,1.3187587626244128
1005,224,1,2,1.66418437999704
1005,285,1,1,1.27083521030723
1005,294,1,2,3.7855800607042633
1005,369,1,1,1.1524273408578878
1005,379,1,1,1.7958800173440752
1005,523,1,1,1.543633966870957
1005,565,1,2,2.78723726977879
1005,599,1,2,3.624958558327074
1005,665,1,1,2.6989700043360187
1005,683,1,1,1.6055483191737838
1005,695,1,1,1.4685210829577449
1005,749,1,1,0.3872161432802645
1005,855,1,1,1.630784142589857
